strain,clade_membership,mutational_fitness
USA/VT-CDCBI-CRSP_47QYZJWBPHSPDW7A/2021,21J (Delta),1.19
USA/MA-CDCBI-CRSP_MGTVVW4G5CGJ6NJZ/2021,21J (Delta),1.23
USA/VA-DCLS-11189/2021,21J (Delta),1.22
USA/PA-CDC-IBX969200668365/2021,21J (Delta),1.2
OV203660,21J (Delta),1.27
OV204013,21J (Delta),1.17
OV204055,21J (Delta),1.2
OV203581,21J (Delta),1.18
OV204949,21J (Delta),1.22
OV203472,21J (Delta),1.22
OV213879,21M (Omicron),0.72
OV213697,21M (Omicron),0.72
MMR/DSMRC052/2021,21I (Delta),1.24
MMR/DSMRC053/2021,21I (Delta),1.28
Switzerland/AG-ETHZ-35117240/2021,21J (Delta),1.18
MMR/DSMRC046/2021,21J (Delta),1.19
MMR/DSMRC045/2021,21J (Delta),1.23
USA/AS-CDC-FG-188657/2021,21J (Delta),1.2
USA/DE-CDC-LC0429189/2021,21J (Delta),1.23
Switzerland/SH-ETHZ-35096336/2021,21J (Delta),1.18
USA/NM-CDC-IBX598720309489/2021,21J (Delta),1.31
England/MILK-2CFB525/2021,21J (Delta),1.31
OV214623,21M (Omicron),0.72
MMR/DSMRC051/2021,21I (Delta),1.22
MMR/DSMRC050/2021,21I (Delta),1.22
Switzerland/TI-EOC-26431502/2021,21J (Delta),1.12
Switzerland/AG-ETHZ-673412/2021,21J (Delta),1.2
Switzerland/ZH-UZH-IMV-3ba57d9f/2021,21J (Delta),1.26
PRT/PT_CBR_269682/2021,21J (Delta),1.19
PRT/PT_CBR_269681/2021,21J (Delta),1.22
USA/KS-CDC-LC0434748/2021,21J (Delta),1.26
USA/ND-CDC-IBX525502783002/2021,21J (Delta),1.12
USA/WV127697/2021,21J (Delta),1.24
Switzerland/GR-ETHZ-673436/2021,21J (Delta),1.08
Switzerland/BE-IFIK-4860-4385/2021,21J (Delta),1.27
AUT/SKV-290/2021,20B,0.96
KEN/SS4216/2021,21M (Omicron),0.75
KEN/SS4394/2021,21M (Omicron),0.8
Switzerland/TI-EOC-26434256/2021,21J (Delta),1.19
Switzerland/TI-EOC-26434241/2021,21J (Delta),1.24
USA/AZ-CDC-LC0435465/2021,21J (Delta),1.21
Switzerland/ZH-UZH-IMV-3ba57fc5/2021,21J (Delta),1.13
USA/UT-CDC-LC0427393/2021,21J (Delta),1.19
USA/MS-CDC-ASC210530286/2021,21J (Delta),1.2
USA/MN-MDH-19165/2021,21J (Delta),1.2
Switzerland/ZH-UZH-IMV-3ba583df/2021,21M (Omicron),0.88
USA/WV-CDC-ASC210608043/2021,21J (Delta),1.19
USA/MO-UMGC-26328/2021,21J (Delta),1.19
USA/CO-CDC-MMB12032899/2021,21J (Delta),1.31
USA/NY-CDC-FG-195952/2021,21J (Delta),1.21
KEN/SS4408/2021,21M (Omicron),0.7
KEN/SS4407/2021,21M (Omicron),0.78
BHR/21120016543_S81_L001/2021,21M (Omicron),0.88
CHN/Omicron-1/2021,21M (Omicron),0.92
AUT/SKV-292/2021,21M (Omicron),0.92
AUT/SKV-291/2021,21M (Omicron),0.88
Switzerland/SG-CLM-12087395/2021,21J (Delta),1.19
BHR/21120012720_S47_L001/2021,21J (Delta),1.17
USA/NE-CDC-FG-196518/2021,21J (Delta),1.26
BHR/21100206582_S63_L001/2021,21J (Delta),1.17
BHR/21922071601_S23_L001/2021,21J (Delta),1.18
BHR/21922064480_S5_L001/2021,21J (Delta),1.18
BHR/21350276598_S91_L001/2021,21J (Delta),1.18
BHR/21922066019_S17_L001/2021,21J (Delta),1.17
BHR/21342810802_S73_L001/2021,21J (Delta),1.18
BHR/21342804835_S13_L001/2021,21J (Delta),1.17
BHR/21922063300_S7_L001/2021,21J (Delta),1.17
BHR/21342802928_S30_L001/2021,21J (Delta),1.22
USA/AK-PHL16385/2021,21J (Delta),1.02
BHR/21342814472_S93_L001/2021,21J (Delta),1.2
USA/HI-CDC-ASC210530882/2021,21J (Delta),1.22
PRT/PT_CBR_271938/2021,21J (Delta),1.31
USA/MD-CDC-IBX444521738266/2021,21J (Delta),1.24
USA/WY-CDC-ASC210608157/2021,21J (Delta),1.2
BHR/21922066095_S19_L001/2021,21J (Delta),1.19
BHR/21922065956_S18_L001/2021,21J (Delta),1.15
BHR/21342809162_S53_L001/2021,21J (Delta),1.16
BHR/21922076821_S79_L001/2021,21J (Delta),1.26
EGY/Suez-om58/2021,21M (Omicron),0.87
OV316202,21J (Delta),1.23
AUT/SKV-293/2021,21J (Delta),1.23
USA/TN-CDC-ASC210608608/2021,21J (Delta),1.22
USA/SD-CDC-IBX618643990153/2021,21J (Delta),1.23
USA/MN-CDC-IBX159753444709/2021,21J (Delta),1.18
USA/NM-CDC-QDX31963341/2021,21J (Delta),1.2
USA/VA-CDC-LC0423810/2021,21J (Delta),1.19
OV312551,21J (Delta),1.19
OV312881,21J (Delta),1.33
OV312542,21J (Delta),1.31
Switzerland/BE-IFIK-5042-4480/2021,21J (Delta),1.31
BHR/21342822598_S86_L001/2021,21M (Omicron),0.78
BHR/21120026177_S52_L001/2021,21M (Omicron),0.84
BHR/21120028991_S88_L001/2021,21M (Omicron),0.82
OV309125,21M (Omicron),0.85
Switzerland/un-HUG-36356511/2021,21J (Delta),1.3
OV312893,21J (Delta),1.15
USA/NV-CDC-LC0434635/2021,21J (Delta),1.2
USA/WA-CDC-UW21121021078/2021,21J (Delta),1.18
USA/IN-CDC-ASC210609886/2021,21J (Delta),1.64
USA/SD-CDC-IBX179151358059/2021,21J (Delta),1.15
USA/AL-CDC-FG-202567/2021,21J (Delta),1.18
OV309916,21J (Delta),0.98
KEN/SS4924/2021,21J (Delta),1.16
KEN/SS4919/2021,21J (Delta),1.21
KEN/SS4434/2021,21M (Omicron),0.77
KEN/SS4450/2021,21M (Omicron),0.74
KEN/SS4440/2021,21M (Omicron),0.74
KEN/SS4433/2021,21M (Omicron),0.74
KEN/SS4441/2021,21M (Omicron),0.8
KEN/SS4438/2021,21M (Omicron),0.8
USA/FL-CDC-STM-HUYX7X9F4/2021,21M (Omicron),0.82
USA/NH-CDC-LC0430088/2021,21J (Delta),1.21
USA/WY-CDC-IBX079051296977/2021,21J (Delta),1.17
OV309616,21J (Delta),1.13
USA/PA-CDC-ASC210534578/2021,21J (Delta),1.22
KEN/SS4466/2021,21M (Omicron),0.64
OV313193,21J (Delta),1.19
USA/TN-CDC-ASC210610147/2021,21J (Delta),1.19
USA/ND-CDC-IBX691800871107/2021,21J (Delta),1.19
Switzerland/BE-IFIK-5080-9275/2021,21J (Delta),1.21
OV313541,21J (Delta),1.28
OV313234,21J (Delta),1.25
KEN/SS4528/2021,21M (Omicron),0.81
KEN/SS4537/2021,21M (Omicron),0.78
KEN/SS4549/2021,21M (Omicron),0.78
KEN/SS4546/2021,21M (Omicron),0.77
KEN/SS4545/2021,21M (Omicron),0.74
KEN/SS4536/2021,21M (Omicron),0.74
KEN/SS4548/2021,21M (Omicron),0.74
USA/IL-CDC-LC0440923/2021,21M (Omicron),0.84
OV314799,21M (Omicron),0.81
OV315207,21M (Omicron),0.82
OV310558,21M (Omicron),0.82
USA/MI-CDC-STM-YB7RF2UFR/2021,21M (Omicron),0.82
USA/CA-CDC-FG-193313/2021,21I (Delta),1.38
OV314449,21J (Delta),1.25
OV313554,21J (Delta),1.24
KEN/SS4499/2021,21M (Omicron),0.64
KEN/SS4510/2021,21M (Omicron),0.78
KEN/SS4511/2021,21M (Omicron),0.78
KEN/SS4490/2021,21M (Omicron),0.74
KEN/SS4492/2021,21M (Omicron),0.74
KEN/SS4353/2021,21M (Omicron),0.74
KEN/SS4513/2021,21M (Omicron),0.74
KEN/SS4337/2021,21M (Omicron),0.75
KEN/SS4332/2021,21M (Omicron),0.75
USA/FL-CDC-ASC210624430/2021,21M (Omicron),0.82
OV314129,21M (Omicron),0.82
OV314778,21M (Omicron),0.82
OV310905,21M (Omicron),0.82
USA/WA-CDC-UW21121403652/2021,21J (Delta),1.23
USA/MT-CDC-ASC210535481/2021,21J (Delta),1.21
USA/SC-CDC-LC0430772/2021,21J (Delta),1.19
USA/ME-CDC-ASC210626246/2021,21J (Delta),1.19
USA/IA-CDC-ASC210627980/2021,21J (Delta),1.19
BHR/771034326_S86_L001/2021,"20I (Alpha, V1)",0.75
BHR/21342839577_S76_L001/2021,21M (Omicron),0.76
BHR/730342549_S87_L001/2021,21M (Omicron),0.82
KEN/SS4620/2021,21M (Omicron),0.63
KEN/SS4588/2021,21M (Omicron),0.78
KEN/SS4593/2021,21M (Omicron),0.82
KEN/SS4605/2021,21M (Omicron),0.75
KEN/SS4926/2021,21M (Omicron),0.74
KEN/SS4627/2021,21M (Omicron),0.77
KEN/SS4554/2021,21M (Omicron),0.74
KEN/SS4560/2021,21M (Omicron),0.74
KEN/SS4633/2021,21M (Omicron),0.74
KEN/SS4590/2021,21M (Omicron),0.74
KEN/SS4606/2021,21M (Omicron),0.74
KEN/SS4610/2021,21M (Omicron),0.74
KEN/SS4376/2021,21M (Omicron),0.74
BHR/21120042034_S39_L001/2021,21M (Omicron),0.89
BHR/21922101254_S56_L001/2021,21M (Omicron),0.93
BHR/21342838268_S4_L001/2021,21M (Omicron),0.92
BHR/21922099857_S5_L001/2021,21M (Omicron),0.83
BHR/21342836375_S43_L001/2021,21M (Omicron),0.83
BHR/21922104935_S68_L001/2021,21M (Omicron),0.83
USA/PR-CDC-ASC210537323/2021,21M (Omicron),0.93
OV313874,21M (Omicron),0.85
USA/DC-CDC-LC0431801/2021,21M (Omicron),0.83
OV314189,21M (Omicron),0.82
USA/GA-CDC-MMB12195720/2021,21M (Omicron),0.82
BHR/21922097723_S16_L001/2021,21J (Delta),1.18
BHR/21120047134_S79_L001/2021,21J (Delta),1.13
BHR/21922097948_S19_L001/2021,21J (Delta),1.12
USA/AR-UMGC-27717/2021,21J (Delta),1.16
BHR/21120035879_S36_L001/2021,21J (Delta),1.12
BHR/21342834486_S15_L001/2021,21J (Delta),1.12
BHR/21342840309_S83_L001/2021,21J (Delta),1.12
BHR/21342836492_S35_L001/2021,21J (Delta),1.12
BHR/21922096912_S7_L001/2021,21J (Delta),1.12
Switzerland/GE-HUG-36407722/2021,21J (Delta),1.19
BHR/21342835245_S33_L001/2021,21J (Delta),1.14
BHR/21342835278_S32_L001/2021,21J (Delta),1.13
BHR/21120047960_S92_L001/2021,21J (Delta),1.18
USA/IA-CDC-LC0442579/2021,21J (Delta),1.22
BHR/21342836771_S27_L001/2021,21J (Delta),1.26
BHR/21342840669_S55_L001/2021,21J (Delta),1.21
OV314464,21J (Delta),1.26
USA/MS-MSPHL-0708/2021,21M (Omicron),0.76
OV314510,21M (Omicron),0.85
OV314137,21M (Omicron),0.82
USA/LA-CDC-STM-NPR2NAMUX/2021,21M (Omicron),0.82
KEN/SS4911/2021,21A (Delta),1.11
USA/CO-CDC-ASC210613973/2021,21J (Delta),1.23
USA/NE-CDC-ASC210613592/2021,21J (Delta),1.18
USA/MI-CDC-ASC210613957/2021,21J (Delta),1.19
USA/AL-CDC-FG-220816/2021,21M (Omicron),0.78
PAK/275010/2021,21M (Omicron),0.82
USA/KY-CDC-ASC210638241/2021,21J (Delta),1.25
USA/UT-CDC-QDX32143611/2021,21J (Delta),1.18
USA/NJ-CDC-ASC210633815/2021,21J (Delta),1.26
USA/IN-CDC-ASC210628605/2021,21J (Delta),1.18
USA/KS-CDC-QDX32143380/2021,21J (Delta),1.2
USA/OH-CDC-ASC210635081/2021,21J (Delta),1.2
OV316855,21J (Delta),1.35
USA/LA-CDC-STM-T52QU5CYF/2021,21M (Omicron),0.92
CHN/HZ-21cov3867/2021,21M (Omicron),0.83
OV316845,21M (Omicron),0.82
USA/OK-CDC-ASC210632463/2021,21J (Delta),1.21
USA/IL-CDC-STM-C75KX2UN7/2021,21J (Delta),1.23
USA/OH-CDC-ASC210631002/2021,21M (Omicron),0.88
USA/PR-CDC-FG-204521/2021,21M (Omicron),0.92
USA/WI-CDC-FG-204195/2021,21M (Omicron),0.81
PAK/276252/2021,21J (Delta),1.19
PAK/276079/2021,21J (Delta),1.24
USA/MT-CDC-ASC210630852/2021,21J (Delta),1.23
USA/OSPHL03658/2021,21M (Omicron),0.83
USA/DC-CDC-LC0442919/2021,21M (Omicron),0.92
USA/OK-CDC-ASC210637924/2021,21M (Omicron),0.92
USA/NC-CDC-LC0438201/2021,21M (Omicron),0.82
USA/MD-CDC-LC0437911/2021,21M (Omicron),0.83
USA/TX-CDC-FG-203831/2021,21M (Omicron),0.82
USA/CA-CDC-FG-207240/2021,21I (Delta),1.19
USA/NC-CDC-LC0438138/2021,21J (Delta),1.23
USA/CT-CDC-ASC210566649/2021,21J (Delta),1.19
USA/OSPHL03595/2021,21J (Delta),1.25
USA/GA-CDC-ASC210638902/2021,21M (Omicron),0.85
USA/HI-CDC-ASC210642496/2021,21M (Omicron),0.92
MAR/CNRST-HM36/2021,21M (Omicron),0.84
USA/TX-CDC-FG-214808/2021,21M (Omicron),0.82
USA/SC-CDC-ASC210566449/2021,21M (Omicron),0.95
USA/WI-CDC-FG-215459/2021,21M (Omicron),0.81
USA/DE-CDC-LC0445759/2021,21M (Omicron),0.82
USA/MO-CDC-ASC210568769/2021,21J (Delta),1.19
USA/ID-CDC-LC0445985/2021,21M (Omicron),0.82
USA/VT-CDCBI-CRSP_7AN7A3PPQDRQP6WP/2021,21M (Omicron),0.92
Japan/SZ-NIG-216036/2021,21M (Omicron),0.92
Japan/SZ-NIG-216037/2021,21M (Omicron),0.92
CAN/KB-D-003/2021,21M (Omicron),0.85
CAN/KB-D-002/2021,21I (Delta),1.16
USA/RI-CDCBI-CRSP_5SIBRSZXZUMJTANF/2021,21M (Omicron),0.94
Japan/SZ-NIG-Y212223/2021,21M (Omicron),0.92
Japan/SZ-NIG-Y212222/2021,21M (Omicron),0.92
Japan/SZ-NIG-216065/2021,21M (Omicron),0.92
Japan/SZ-NIG-216061/2021,21M (Omicron),0.92
USA/NY-CDCBI-CRSP_GDDWDUVFD26IOMM5/2022,21M (Omicron),0.93
USA/JW4235/2022,21M (Omicron),0.92
USA/JW4263/2022,21M (Omicron),0.86
USA/NY-CDCBI-CRSP_PXIMC3HH3UBH7W3J/2022,21M (Omicron),0.85
USA/NH-CDCBI-CRSP_YWPSSGG3YQ6PD7D7/2022,21M (Omicron),0.92
USA/CT-CDCBI-CRSP_MSURBIKWUSS4JYA3/2022,21M (Omicron),0.92
USA/MA-CDCBI-CRSP_CVLMQFS47QCIM73K/2022,21M (Omicron),0.92
USA/CT-CDCBI-CRSP_BJRXMDFVHMWFSAVX/2022,21M (Omicron),0.92
USA/NH-CDCBI-CRSP_VMDPWP6AUK57HZ6J/2022,21M (Omicron),0.92
USA/ME-CDCBI-CRSP_I5EYZAOXQNHXTT4T/2022,21M (Omicron),0.82
USA/ME-CDCBI-CRSP_LMCZCAFGRW25EEXA/2022,21A (Delta),1.01
USA/MA-CDCBI-CRSP_DOQPOH3JUG36J25D/2022,21J (Delta),1.22
